city,state_id,county_name,lat,lng
South Creek,WA,Pierce,46.9994,-122.3921
Roslyn,WA,Kittitas,47.2507,-121.0989
Sprague,WA,Lincoln,47.3048,-117.9713
Gig Harbor,WA,Pierce,47.3352,-122.5968
Lake Cassidy,WA,Snohomish,48.0639,-122.092
Tenino,WA,Thurston,46.8537,-122.8607
Jamestown,WA,Clallam,48.1229,-123.0911
Three Lakes,WA,Snohomish,47.942,-121.9924
Curlew Lake,WA,Ferry,48.7311,-118.6663
Chain Lake,WA,Snohomish,47.9038,-121.9861
Pateros,WA,Okanogan,48.0536,-119.8994
Rosburg,WA,Wahkiakum,46.3076,-123.6344
Parkland,WA,Pierce,47.1417,-122.4376
Birch Bay,WA,Whatcom,48.923,-122.7543
Ashford,WA,Pierce,46.7537,-122.0113
Navy Yard City,WA,Kitsap,47.5508,-122.6655
Omak,WA,Okanogan,48.4228,-119.5159
Farmington,WA,Whitman,47.0887,-117.0464
Buckley,WA,Pierce,47.1615,-122.02
Cathcart,WA,Snohomish,47.8525,-122.1058
Poulsbo,WA,Kitsap,47.7417,-122.6408
Anacortes,WA,Skagit,48.4878,-122.6292
Maplewood,WA,Pierce,47.3715,-122.5689
Creston,WA,Lincoln,47.7595,-118.52
Rockford,WA,Spokane,47.4513,-117.1307
Wishram,WA,Klickitat,45.6599,-120.9698
Centralia,WA,Lewis,46.7225,-122.9695
South Hill,WA,Pierce,47.1203,-122.2848
Longview Heights,WA,Cowlitz,46.1796,-122.9577
Erlands Point-Kitsap Lake,WA,Kitsap,47.5973,-122.7021
Amboy,WA,Clark,45.9122,-122.4795
St. John,WA,Whitman,47.0915,-117.5887
Dallesport,WA,Klickitat,45.6316,-121.1749
Ketron Island,WA,Pierce,47.1569,-122.6343
Mesa,WA,Franklin,46.5737,-119.0013
Fife,WA,Pierce,47.2328,-122.3518
Moses Lake North,WA,Grant,47.1949,-119.3186
Chewelah,WA,Stevens,48.2929,-117.7336
Grayland,WA,Grays Harbor,46.8304,-124.0898
Kittitas,WA,Kittitas,46.9837,-120.4191
Camano,WA,Island,48.1865,-122.4708
Monroe North,WA,Snohomish,47.883,-121.9882
North Bonneville,WA,Skamania,45.6425,-121.9689
Klickitat,WA,Klickitat,45.818,-121.1626
Loon Lake,WA,Stevens,48.0685,-117.6298
Newport,WA,Pend Oreille,48.1788,-117.0545
Mead,WA,Spokane,47.7795,-117.35
Cashmere,WA,Chelan,47.5175,-120.4671
Aberdeen Gardens,WA,Grays Harbor,47.0587,-123.7791
Ocean Shores,WA,Grays Harbor,46.9685,-124.1521
Basin City,WA,Franklin,46.5891,-119.1567
Wilkeson,WA,Pierce,47.1034,-122.0495
Meadow Glade,WA,Clark,45.7524,-122.5614
Arlington Heights,WA,Snohomish,48.2119,-122.063
Uniontown,WA,Whitman,46.5391,-117.0861
Oakesdale,WA,Whitman,47.1305,-117.2465
West Side Highway,WA,Cowlitz,46.1841,-122.9178
Conconully,WA,Okanogan,48.5571,-119.7513
Latah,WA,Spokane,47.2822,-117.1557
Elma,WA,Grays Harbor,47.0055,-123.4112
Tieton,WA,Yakima,46.7026,-120.756
Southworth,WA,Kitsap,47.5126,-122.5298
Danville,WA,Ferry,48.9938,-118.5068
Toppenish,WA,Yakima,46.3807,-120.3125
River Road,WA,Clallam,48.0677,-123.1276
Geneva,WA,Whatcom,48.7461,-122.4064
Yakima,WA,Yakima,46.5923,-120.5496
Moxee,WA,Yakima,46.5638,-120.3968
Edmonds,WA,Snohomish,47.8114,-122.3533
Kalama,WA,Cowlitz,46.0171,-122.8393
Laurier,WA,Ferry,48.9974,-118.2248
Vashon,WA,King,47.4122,-122.4726
Country Homes,WA,Spokane,47.7478,-117.4197
Darrington,WA,Snohomish,48.2546,-121.6029
Metaline Falls,WA,Pend Oreille,48.8616,-117.3706
Lyle,WA,Klickitat,45.6956,-121.2805
Cascade Valley,WA,Grant,47.1371,-119.3272
Spangle,WA,Spokane,47.4299,-117.3812
Methow,WA,Okanogan,48.1289,-120.0056
Waterville,WA,Douglas,47.648,-120.0707
Lake Roesiger,WA,Snohomish,47.9839,-121.9129
Milton,WA,Pierce,47.2522,-122.3154
Krupp,WA,Grant,47.4105,-118.9886
Alderton,WA,Pierce,47.1718,-122.2192
DuPont,WA,Pierce,47.1079,-122.6496
Edgewood,WA,Pierce,47.2309,-122.2832
North Puyallup,WA,Pierce,47.2015,-122.2742
Pacific Beach,WA,Grays Harbor,47.215,-124.1967
Manson,WA,Chelan,47.8858,-120.1563
Brewster,WA,Okanogan,48.1034,-119.7751
Battle Ground,WA,Clark,45.7764,-122.5413
Shoreline,WA,King,47.7564,-122.3426
Cosmopolis,WA,Grays Harbor,46.9541,-123.7725
Airway Heights,WA,Spokane,47.6459,-117.5792
Grandview,WA,Yakima,46.2431,-119.9084
Inchelium,WA,Ferry,48.3378,-118.2372
Grand Coulee,WA,Grant,47.9391,-119.0031
Union,WA,Mason,47.3475,-123.0952
Torboy,WA,Ferry,48.6772,-118.6689
Kelso,WA,Cowlitz,46.1248,-122.8909
Westport,WA,Grays Harbor,46.8919,-124.112
Junction City,WA,Grays Harbor,46.9713,-123.7651
Lake Ketchum,WA,Snohomish,48.282,-122.348
West Pasco,WA,Franklin,46.2497,-119.1684
Des Moines,WA,King,47.3914,-122.3154
Davenport,WA,Lincoln,47.6551,-118.1519
Seattle,WA,King,47.6211,-122.3244
Lake Stickney,WA,Snohomish,47.8709,-122.2596
Carnation,WA,King,47.6446,-121.9048
Everett,WA,Snohomish,47.9524,-122.167
Warden,WA,Grant,46.9674,-119.0522
Palouse,WA,Whitman,46.9103,-117.0751
Terrace Heights,WA,Yakima,46.6024,-120.4482
Clarkston,WA,Asotin,46.4152,-117.0502
Elmer City,WA,Okanogan,48,-118.9534
Mossyrock,WA,Lewis,46.5305,-122.4887
Summit View,WA,Pierce,47.1343,-122.3468
Suquamish,WA,Kitsap,47.7238,-122.583
Newcastle,WA,King,47.5303,-122.1633
Stanwood,WA,Snohomish,48.2451,-122.3426
Kapowsin,WA,Pierce,46.9727,-122.2272
Donald,WA,Yakima,46.4737,-120.3923
Altoona,WA,Wahkiakum,46.2699,-123.6145
South Prairie,WA,Pierce,47.1373,-122.094
Eschbach,WA,Yakima,46.667,-120.6337
Indianola,WA,Kitsap,47.7566,-122.5142
Reardan,WA,Lincoln,47.6698,-117.8778
Cowiche,WA,Yakima,46.6729,-120.7154
Sunday Lake,WA,Snohomish,48.2306,-122.2684
Rocky Point,WA,Kitsap,47.5882,-122.6668
Burbank,WA,Walla Walla,46.1991,-118.9728
Lakeland North,WA,King,47.3374,-122.2814
Granite Falls,WA,Snohomish,48.0874,-121.9704
Camas,WA,Clark,45.6003,-122.4306
Skokomish,WA,Mason,47.3298,-123.1579
Cusick,WA,Pend Oreille,48.3328,-117.2961
Rosalia,WA,Whitman,47.2363,-117.3769
Longbranch,WA,Pierce,47.2257,-122.7739
Granger,WA,Yakima,46.3455,-120.1926
North Fort Lewis,WA,Pierce,47.1221,-122.5966
Tampico,WA,Yakima,46.5325,-120.8727
Tukwila,WA,King,47.4748,-122.2727
Cathlamet,WA,Wahkiakum,46.2056,-123.3835
Wenatchee,WA,Chelan,47.4338,-120.3286
Port Ludlow,WA,Jefferson,47.9101,-122.7006
Castle Rock,WA,Cowlitz,46.2717,-122.9057
Glacier,WA,Whatcom,48.8903,-121.9323
Index,WA,Snohomish,47.8212,-121.5556
Republic,WA,Ferry,48.6477,-118.7326
Bellevue,WA,King,47.5953,-122.155
Malo,WA,Ferry,48.7997,-118.6119
Anderson Island,WA,Pierce,47.1577,-122.7037
University Place,WA,Pierce,47.2148,-122.546
Montesano,WA,Grays Harbor,47.0102,-123.5858
Rainier,WA,Thurston,46.8917,-122.6867
Fords Prairie,WA,Lewis,46.7461,-123.0029
Roy,WA,Pierce,46.9971,-122.5423
Oso,WA,Snohomish,48.2836,-121.9237
Marblemount,WA,Skagit,48.5378,-121.4346
Elk Plain,WA,Pierce,47.0448,-122.3671
Burlington,WA,Skagit,48.4677,-122.3298
Bangor Base,WA,Kitsap,47.7227,-122.7146
Beaux Arts Village,WA,King,47.5854,-122.2009
Port Gamble Tribal Community,WA,Kitsap,47.8487,-122.5571
Olympia,WA,Thurston,47.0417,-122.8959
East Wenatchee,WA,Douglas,47.4172,-120.2809
Addy,WA,Stevens,48.3588,-117.8372
Minnehaha,WA,Clark,45.6577,-122.6204
Bryn Mawr-Skyway,WA,King,47.4949,-122.2411
Satsop,WA,Grays Harbor,47.0223,-123.4737
Riverbend,WA,King,47.4651,-121.7491
Easton,WA,Kittitas,47.2405,-121.1733
Silverdale,WA,Kitsap,47.6663,-122.6828
Napavine,WA,Lewis,46.5844,-122.9007
Lochsloy,WA,Snohomish,48.0597,-122.0411
Ellensburg,WA,Kittitas,46.9994,-120.547
McKenna,WA,Pierce,46.9365,-122.55
Fairfield,WA,Spokane,47.3848,-117.1748
Northwest Stanwood,WA,Snohomish,48.2623,-122.3501
Mansfield,WA,Douglas,47.8119,-119.638
Duvall,WA,King,47.7354,-121.9725
Markham,WA,Grays Harbor,46.9155,-123.9814
Waller,WA,Pierce,47.2035,-122.3699
Longview,WA,Cowlitz,46.146,-122.963
Richland,WA,Benton,46.2826,-119.2937
Rosedale,WA,Pierce,47.3453,-122.6368
Vancouver,WA,Clark,45.6367,-122.597
Bethel,WA,Kitsap,47.4874,-122.6175
Custer,WA,Whatcom,48.9143,-122.6397
Lofall,WA,Kitsap,47.8113,-122.6564
Fairwood,WA,King,47.4467,-122.143
Winlock,WA,Lewis,46.4907,-122.9342
Sumner,WA,Pierce,47.219,-122.2338
Cottage Lake,WA,King,47.7466,-122.0755
Puget Island,WA,Wahkiakum,46.1742,-123.3829
Woods Creek,WA,Snohomish,47.8821,-121.8982
Washougal,WA,Clark,45.5812,-122.3433
Sisco Heights,WA,Snohomish,48.1188,-122.1076
Canterwood,WA,Pierce,47.3766,-122.6022
Wapato,WA,Yakima,46.4434,-120.4215
Lower Elochoman,WA,Wahkiakum,46.2185,-123.3698
Lake Goodwin,WA,Snohomish,48.1387,-122.2804
Banks Lake South,WA,Grant,47.6315,-119.276
Kent,WA,King,47.3887,-122.2128
Bickleton,WA,Klickitat,46.0056,-120.3081
Ryderwood,WA,Cowlitz,46.375,-123.0441
Cavalero,WA,Snohomish,47.9845,-122.0746
La Conner,WA,Skagit,48.3925,-122.4945
Martha Lake,WA,Snohomish,47.848,-122.2326
George,WA,Grant,47.0845,-119.8598
Snohomish,WA,Snohomish,47.9277,-122.097
Eatonville,WA,Pierce,46.8682,-122.2698
Carson,WA,Skamania,45.7353,-121.8219
Almira,WA,Lincoln,47.7105,-118.9369
Nooksack,WA,Whatcom,48.9276,-122.3211
Mount Vista,WA,Clark,45.7373,-122.6315
High Bridge,WA,Snohomish,47.7968,-122.0281
Lakeland South,WA,King,47.2784,-122.2831
Kenmore,WA,King,47.7532,-122.2459
Neah Bay,WA,Clallam,48.3612,-124.6115
Cliffdell,WA,Yakima,46.9213,-121.042
Port Angeles East,WA,Clallam,48.1041,-123.3695
Burien,WA,King,47.4762,-122.3393
Taholah,WA,Grays Harbor,47.3283,-124.2728
Wauna,WA,Pierce,47.386,-122.6694
Connell,WA,Franklin,46.6624,-118.8405
Disautel,WA,Okanogan,48.345,-119.2299
Santiago,WA,Grays Harbor,47.2975,-124.2327
Orting,WA,Pierce,47.0966,-122.2111
Colville,WA,Stevens,48.5454,-117.8986
Marysville,WA,Snohomish,48.081,-122.1558
Walla Walla,WA,Walla Walla,46.0669,-118.3365
Zillah,WA,Yakima,46.4083,-120.2717
Curlew,WA,Ferry,48.8777,-118.6045
Key Center,WA,Pierce,47.3376,-122.7505
Hoodsport,WA,Mason,47.402,-123.1542
Spanaway,WA,Pierce,47.0979,-122.4233
Mattawa,WA,Grant,46.7364,-119.9019
Clallam Bay,WA,Clallam,48.2536,-124.2579
Prairie Ridge,WA,Pierce,47.1443,-122.1408
Rockport,WA,Skagit,48.4854,-121.6065
Stansberry Lake,WA,Pierce,47.3814,-122.7154
Copalis Beach,WA,Grays Harbor,47.1205,-124.1722
Frederickson,WA,Pierce,47.0914,-122.3594
Asotin,WA,Asotin,46.3371,-117.0433
Mill Creek,WA,Snohomish,47.8633,-122.2034
Bell Hill,WA,Clallam,48.055,-123.087
Green Bluff,WA,Spokane,47.819,-117.277
Clayton,WA,Stevens,48.0013,-117.5612
Puyallup,WA,Pierce,47.1794,-122.2902
Hockinson,WA,Clark,45.7301,-122.4833
Lake McMurray,WA,Skagit,48.3129,-122.2317
Bucoda,WA,Thurston,46.7968,-122.868
Issaquah,WA,King,47.542,-122.0444
Odessa,WA,Lincoln,47.3326,-118.6895
Hazel Dell,WA,Clark,45.6797,-122.6553
McMillin,WA,Pierce,47.1286,-122.2374
Wilbur,WA,Lincoln,47.7583,-118.711
Skamokawa Valley,WA,Wahkiakum,46.3004,-123.4243
Centerville,WA,Klickitat,45.754,-120.9081
Nile,WA,Yakima,46.8368,-120.9455
Spokane Valley,WA,Spokane,47.6625,-117.2346
Woodland,WA,Cowlitz,45.9149,-122.7503
Lewisville,WA,Clark,45.8127,-122.5144
Vantage,WA,Kittitas,46.9453,-119.9923
Gorst,WA,Kitsap,47.5237,-122.7057
Lake Morton-Berrydale,WA,King,47.3325,-122.103
Ione,WA,Pend Oreille,48.7402,-117.4223
Bothell West,WA,Snohomish,47.8056,-122.24
Vaughn,WA,Pierce,47.355,-122.7773
Black Diamond,WA,King,47.313,-122.0181
Ferndale,WA,Whatcom,48.8525,-122.5893
Acme,WA,Whatcom,48.7146,-122.2293
White Center,WA,King,47.5086,-122.348
Fairchild AFB,WA,Spokane,47.6187,-117.6485
Pacific,WA,King,47.2611,-122.2507
Glenwood,WA,Klickitat,46.0228,-121.2926
Colfax,WA,Whitman,46.9032,-117.3394
Silvana,WA,Snohomish,48.2018,-122.2459
Forks,WA,Clallam,47.9526,-124.3904
Kirkland,WA,King,47.6997,-122.2041
Okanogan,WA,Okanogan,48.3671,-119.5784
Kayak Point,WA,Snohomish,48.1387,-122.3342
Union Hill-Novelty Hill,WA,King,47.6788,-122.0284
Outlook,WA,Yakima,46.3311,-120.0923
Lake Tapps,WA,Pierce,47.2305,-122.1696
Cohassett Beach,WA,Grays Harbor,46.8656,-124.1054
Tonasket,WA,Okanogan,48.7077,-119.4412
Sunnyside,WA,Yakima,46.3159,-120.0058
Lakeview,WA,Grant,47.3755,-119.5043
Carbonado,WA,Pierce,47.0805,-122.0536
Pullman,WA,Whitman,46.734,-117.1669
Blyn,WA,Clallam,48.013,-122.9897
Brinnon,WA,Jefferson,47.6689,-122.9249
Friday Harbor,WA,San Juan,48.5324,-123.0655
Orchards,WA,Clark,45.6888,-122.5305
Purdy,WA,Pierce,47.3938,-122.6114
Tekoa,WA,Whitman,47.2247,-117.0732
Tanner,WA,King,47.4813,-121.6921
Thorp,WA,Kittitas,47.0656,-120.6709
Artondale,WA,Pierce,47.3024,-122.639
Liberty Lake,WA,Spokane,47.6687,-117.1032
Cheney,WA,Spokane,47.4901,-117.5789
Sammamish,WA,King,47.6019,-122.0419
Cle Elum,WA,Kittitas,47.1946,-120.9553
Fern Prairie,WA,Clark,45.637,-122.3963
Waverly,WA,Spokane,47.338,-117.2312
Lakewood,WA,Pierce,47.1628,-122.5299
Lake Marcel-Stillwater,WA,King,47.6926,-121.9152
Central Park,WA,Grays Harbor,46.9705,-123.7018
Bridgeport,WA,Douglas,48.0063,-119.6737
Raft Island,WA,Pierce,47.3293,-122.6686
Larch Way,WA,Snohomish,47.8429,-122.2527
Lake Bosworth,WA,Snohomish,48.0532,-121.9812
Barberton,WA,Clark,45.7136,-122.6114
Sekiu,WA,Clallam,48.2637,-124.3012
Brier,WA,Snohomish,47.7922,-122.2734
Spokane,WA,Spokane,47.6671,-117.433
Fall City,WA,King,47.5717,-121.9134
Pasco,WA,Franklin,46.2506,-119.1303
Lyman,WA,Skagit,48.523,-122.0634
Oakville,WA,Grays Harbor,46.8403,-123.2333
Dash Point,WA,Pierce,47.3131,-122.4153
Herron Island,WA,Pierce,47.2645,-122.8348
West Clarkston-Highland,WA,Asotin,46.4023,-117.063
Royal City,WA,Grant,46.9,-119.6142
Venersborg,WA,Clark,45.786,-122.4721
Hoquiam,WA,Grays Harbor,46.9863,-123.9023
Willapa,WA,Pacific,46.6755,-123.6648
Quilcene,WA,Jefferson,47.8369,-122.9058
Freeland,WA,Island,48.0185,-122.5358
McCleary,WA,Grays Harbor,47.0584,-123.2723
Roosevelt,WA,Klickitat,45.7476,-120.2161
Long Beach,WA,Pacific,46.3559,-124.0556
Trout Lake,WA,Klickitat,45.9976,-121.5291
Coulee Dam,WA,Okanogan,47.9688,-118.9761
Swede Heaven,WA,Snohomish,48.2829,-121.7136
Pine Grove,WA,Ferry,48.6502,-118.6834
Langley,WA,Island,48.0337,-122.4084
Sedro-Woolley,WA,Skagit,48.5113,-122.2321
Hatton,WA,Adams,46.7735,-118.8277
Entiat,WA,Chelan,47.678,-120.2175
Bainbridge Island,WA,Kitsap,47.6439,-122.5434
Auburn,WA,King,47.3041,-122.211
Ocean City,WA,Grays Harbor,47.0763,-124.162
White Swan,WA,Yakima,46.3769,-120.7382
Felida,WA,Clark,45.7138,-122.7103
Lacey,WA,Thurston,47.0458,-122.7934
Gold Bar,WA,Snohomish,47.8566,-121.6927
Clyde Hill,WA,King,47.6303,-122.218
Upper Elochoman,WA,Wahkiakum,46.2403,-123.3247
Marcus,WA,Stevens,48.6642,-118.0601
Canyon Creek,WA,Snohomish,48.1157,-121.9831
Malone,WA,Grays Harbor,46.9779,-123.3035
Bothell East,WA,Snohomish,47.8064,-122.1844
Yarrow Point,WA,King,47.6452,-122.2179
Steptoe,WA,Whitman,47.0075,-117.3502
West Richland,WA,Benton,46.3115,-119.3997
Orient,WA,Ferry,48.8637,-118.2059
Federal Way,WA,King,47.309,-122.3359
Pe Ell,WA,Lewis,46.5712,-123.2982
Deep River,WA,Wahkiakum,46.3521,-123.6984
Bothell,WA,King,47.7736,-122.2044
South Wenatchee,WA,Chelan,47.3886,-120.2829
Snoqualmie Pass,WA,Kittitas,47.4014,-121.4109
Hartline,WA,Grant,47.6895,-119.1081
Lake Forest Park,WA,King,47.7597,-122.2878
Crocker,WA,Pierce,47.0843,-122.1225
Elbe,WA,Pierce,46.7653,-122.1946
Ravensdale,WA,King,47.3563,-121.9692
Arlington,WA,Snohomish,48.1697,-122.1446
McChord AFB,WA,Pierce,47.1328,-122.4924
Lebam,WA,Pacific,46.5641,-123.5509
Lynden,WA,Whatcom,48.9503,-122.4544
Coupeville,WA,Island,48.2172,-122.6775
Prescott,WA,Walla Walla,46.2988,-118.3126
South Bend,WA,Pacific,46.668,-123.8008
Mabton,WA,Yakima,46.2115,-119.9938
North Bend,WA,King,47.4898,-121.7738
Grapeview,WA,Mason,47.3316,-122.8413
Garfield,WA,Whitman,47.0103,-117.1395
Rochester,WA,Thurston,46.8288,-123.0722
Dayton,WA,Columbia,46.3168,-117.9769
Algona,WA,King,47.2822,-122.2504
Mineral,WA,Lewis,46.7193,-122.1859
Barstow,WA,Ferry,48.7783,-118.1329
Moclips,WA,Grays Harbor,47.2348,-124.2025
Bellingham,WA,Whatcom,48.7543,-122.4687
Vader,WA,Lewis,46.4045,-122.9569
North Lynnwood,WA,Snohomish,47.8533,-122.2762
Tracyton,WA,Kitsap,47.6095,-122.6533
White Salmon,WA,Klickitat,45.7282,-121.4853
Peaceful Valley,WA,Whatcom,48.9477,-122.1406
East Renton Highlands,WA,King,47.4718,-122.0854
Metaline,WA,Pend Oreille,48.854,-117.3899
Deming,WA,Whatcom,48.8381,-122.2313
Medical Lake,WA,Spokane,47.5712,-117.6893
Aberdeen,WA,Grays Harbor,46.9757,-123.8095
Chehalis,WA,Lewis,46.6637,-122.9647
Onalaska,WA,Lewis,46.5783,-122.7112
Toledo,WA,Lewis,46.4414,-122.8496
Everson,WA,Whatcom,48.9123,-122.351
Belfair,WA,Mason,47.4495,-122.8487
Lynnwood,WA,Snohomish,47.8285,-122.3035
Colton,WA,Whitman,46.5675,-117.1285
Malden,WA,Whitman,47.2296,-117.4731
Ames Lake,WA,King,47.6346,-121.9664
Wilson Creek,WA,Grant,47.423,-119.1176
North Yelm,WA,Thurston,46.9647,-122.6029
Mirrormont,WA,King,47.4616,-121.9936
Whidbey Island Station,WA,Island,48.3387,-122.6616
Town and Country,WA,Spokane,47.7259,-117.4221
Tokeland,WA,Pacific,46.709,-123.9839
Snoqualmie,WA,King,47.5293,-121.8412
Bremerton,WA,Kitsap,47.5436,-122.7121
East Cathlamet,WA,Wahkiakum,46.1968,-123.358
Fort Lewis,WA,Pierce,47.0955,-122.5672
Salmon Creek,WA,Clark,45.7099,-122.6632
Skykomish,WA,King,47.7103,-121.3586
Tacoma,WA,Pierce,47.2431,-122.4531
Monroe,WA,Snohomish,47.8596,-121.9853
Loomis,WA,Okanogan,48.8235,-119.6398
Pomeroy,WA,Garfield,46.4737,-117.5967
Brush Prairie,WA,Clark,45.725,-122.5483
Silver Firs,WA,Snohomish,47.8635,-122.1497
Nespelem,WA,Okanogan,48.167,-118.9722
Meadowdale,WA,Snohomish,47.8583,-122.3156
Shadow Lake,WA,King,47.4017,-122.0764
LaCrosse,WA,Whitman,46.8021,-117.9013
Concrete,WA,Skagit,48.5371,-121.7512
Sumas,WA,Whatcom,48.9956,-122.2695
Ruston,WA,Pierce,47.2982,-122.51
La Center,WA,Clark,45.8589,-122.6764
Marrowstone,WA,Jefferson,48.0568,-122.6933
Chelan Falls,WA,Chelan,47.7995,-119.9882
Lake Cavanaugh,WA,Skagit,48.3225,-122.0122
Duluth,WA,Clark,45.7838,-122.647
Sequim,WA,Clallam,48.0747,-123.0944
Benton City,WA,Benton,46.2624,-119.4814
Moses Lake,WA,Grant,47.1284,-119.2741
Fircrest,WA,Pierce,47.2308,-122.5157
Othello,WA,Adams,46.8222,-119.1651
Mercer Island,WA,King,47.5625,-122.2265
Enumclaw,WA,King,47.2017,-121.9897
Chico,WA,Kitsap,47.6234,-122.7198
Enetai,WA,Kitsap,47.5885,-122.6058
Hunts Point,WA,King,47.642,-122.229
Clinton,WA,Island,47.9731,-122.3577
Hat Island,WA,Snohomish,48.013,-122.3201
Marietta-Alderwood,WA,Whatcom,48.7932,-122.5566
Waitsburg,WA,Walla Walla,46.2696,-118.151
Sunnyslope,WA,Chelan,47.4913,-120.3493
South Cle Elum,WA,Kittitas,47.1862,-120.9525
Selah,WA,Yakima,46.6482,-120.5389
Lind,WA,Adams,46.9704,-118.6165
Five Corners,WA,Clark,45.6883,-122.5738
Winthrop,WA,Okanogan,48.4716,-120.179
Normandy Park,WA,King,47.4344,-122.3436
Home,WA,Pierce,47.279,-122.7744
Graham,WA,Pierce,47.0407,-122.2757
Yacolt,WA,Clark,45.865,-122.4059
Packwood,WA,Lewis,46.6085,-121.6702
Queets,WA,Grays Harbor,47.5314,-124.3385
Finley,WA,Benton,46.1697,-119.0446
Northport,WA,Stevens,48.9159,-117.7796
Medina,WA,King,47.6256,-122.2338
Browns Point,WA,Pierce,47.3036,-122.4369
Summit,WA,Pierce,47.1694,-122.3628
Albion,WA,Whitman,46.7916,-117.2511
Sudden Valley,WA,Whatcom,48.7199,-122.3468
Bunk Foss,WA,Snohomish,47.9618,-122.0943
Gleed,WA,Yakima,46.6594,-120.6025
Maryhill,WA,Klickitat,45.6928,-120.807
Oyehut,WA,Grays Harbor,47.0233,-124.1632
Alder,WA,Pierce,46.7872,-122.2667
Ridgefield,WA,Clark,45.8116,-122.7052
Bryant,WA,Snohomish,48.24,-122.1638
Nisqually Indian Community,WA,Thurston,47.0178,-122.6728
Porter,WA,Grays Harbor,46.9489,-123.2736
Kettle Falls,WA,Stevens,48.6055,-118.062
Chelan,WA,Chelan,47.8417,-120.027
Edison,WA,Skagit,48.5602,-122.431
Neilton,WA,Grays Harbor,47.4031,-123.8782
Fox Island,WA,Pierce,47.2475,-122.6255
Renton,WA,King,47.4758,-122.1905
Baring,WA,King,47.7661,-121.4803
Hobart,WA,King,47.412,-121.996
Wallula,WA,Walla Walla,46.0847,-118.9056
Touchet,WA,Walla Walla,46.0412,-118.6724
Leavenworth,WA,Chelan,47.5948,-120.6633
Fobes Hill,WA,Snohomish,47.9391,-122.1341
Harrington,WA,Lincoln,47.4802,-118.2552
Port Orchard,WA,Kitsap,47.5164,-122.661
Alderwood Manor,WA,Snohomish,47.8147,-122.2676
Kennewick,WA,Benton,46.1979,-119.1732
Ahtanum,WA,Yakima,46.5583,-120.6109
Wilderness Rim,WA,King,47.4463,-121.7691
Machias,WA,Snohomish,47.9917,-122.0515
Bingen,WA,Klickitat,45.7139,-121.4704
Four Lakes,WA,Spokane,47.5582,-117.5891
Springdale,WA,Stevens,48.0572,-117.7466
Washtucna,WA,Adams,46.7538,-118.3106
Covington,WA,King,47.3668,-122.1044
Allyn,WA,Mason,47.3863,-122.8386
North Sultan,WA,Snohomish,47.8827,-121.8251
Union Gap,WA,Yakima,46.5567,-120.4977
Shelton,WA,Mason,47.2188,-123.1127
Chinook,WA,Pacific,46.2755,-123.9425
Blaine,WA,Whatcom,48.9839,-122.7414
Port Hadlock-Irondale,WA,Jefferson,48.0316,-122.789
Burley,WA,Kitsap,47.4166,-122.6377
Mount Vernon,WA,Skagit,48.4202,-122.3116
Electric City,WA,Grant,47.922,-119.0475
Ronald,WA,Kittitas,47.2338,-121.0335
Nespelem Community,WA,Okanogan,48.1715,-119.0244
Amanda Park,WA,Grays Harbor,47.4532,-123.9194
Clarkston Heights-Vineland,WA,Asotin,46.3876,-117.0831
Boulevard Park,WA,King,47.5135,-122.3159
Big Lake,WA,Skagit,48.3933,-122.2422
Boyds,WA,Ferry,48.7245,-118.1321
Parkwood,WA,Kitsap,47.5266,-122.5986
Deer Park,WA,Spokane,47.9642,-117.4397
Humptulips,WA,Grays Harbor,47.2491,-123.9348
SeaTac,WA,King,47.4445,-122.2986
Maple Valley,WA,King,47.3659,-122.0368
Millwood,WA,Spokane,47.6856,-117.2806
Point Roberts,WA,Whatcom,48.9883,-123.0576
Dixie,WA,Walla Walla,46.1392,-118.148
East Port Orchard,WA,Kitsap,47.5193,-122.6183
Morton,WA,Lewis,46.5575,-122.2815
Alger,WA,Skagit,48.6176,-122.3369
Kahlotus,WA,Franklin,46.6437,-118.5556
Fife Heights,WA,Pierce,47.2593,-122.3457
Cherry Grove,WA,Clark,45.8021,-122.5764
Clearview,WA,Snohomish,47.8292,-122.1452
Greenwater,WA,Pierce,47.1465,-121.632
Picnic Point,WA,Snohomish,47.8745,-122.3079
Kendall,WA,Whatcom,48.9168,-122.1383
Seabeck,WA,Kitsap,47.6437,-122.8219
Startup,WA,Snohomish,47.8671,-121.7495
Steilacoom,WA,Pierce,47.1699,-122.5935
Lamont,WA,Whitman,47.2007,-117.9049
Bay View,WA,Skagit,48.487,-122.4628
Valley,WA,Stevens,48.173,-117.7244
North Marysville,WA,Snohomish,48.1111,-122.1459
Brady,WA,Grays Harbor,47.0064,-123.5321
May Creek,WA,Snohomish,47.8555,-121.6743
Clear Lake,WA,Skagit,48.4561,-122.2378
Keller,WA,Ferry,48.0852,-118.7164
Redmond,WA,King,47.6762,-122.1169
Ilwaco,WA,Pacific,46.3108,-124.0422
Mountlake Terrace,WA,Snohomish,47.7921,-122.3076
Parker,WA,Yakima,46.5022,-120.4668
Soap Lake,WA,Grant,47.3914,-119.4892
Grand Mound,WA,Thurston,46.8053,-123.0119
Manchester,WA,Kitsap,47.5519,-122.5517
Prairie Heights,WA,Pierce,47.1529,-122.1048
Verlot,WA,Snohomish,48.1002,-121.7679
North Omak,WA,Okanogan,48.444,-119.4459
